ensembl_gene_id	mgi_symbol	entrezgene	description
10090.ENSMUSP00000034231	ENSMUSG00000031779	Ccl22	20299	chemokine (C-C motif) ligand 22 [Source:MGI Symbol;Acc:MGI:1306779]
10090.ENSMUSP00000034232	ENSMUSG00000031780	Ccl17	20295	chemokine (C-C motif) ligand 17 [Source:MGI Symbol;Acc:MGI:1329039]
10090.ENSMUSP00000107136	ENSMUSG00000044534	Ccbp2	59289	chemokine binding protein 2 [Source:MGI Symbol;Acc:MGI:1891697]
10090.ENSMUSP00000001008	ENSMUSG00000000982	Ccl3	20302	chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260]
10090.ENSMUSP00000039600	ENSMUSG00000035042	Ccl5	20304	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]
10090.ENSMUSP00000019074	ENSMUSG00000018930	Ccl4	20303	chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]
10090.ENSMUSP00000000199	ENSMUSG00000062661	Ncs1	14299	neuronal calcium sensor 1 [Source:MGI Symbol;Acc:MGI:109166]
10090.ENSMUSP00000077915	ENSMUSG00000052372	Il1rapl1	331461	interleukin 1 receptor accessory protein-like 1 [Source:MGI Symbol;Acc:MGI:2687319]
10090.ENSMUSP00000000201	ENSMUSG00000000197	Nalcn	338370	sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]
10090.ENSMUSP00000109642	ENSMUSG00000055567	Unc80	329178	unc-80 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2652882]
10090.ENSMUSP00000000219	ENSMUSG00000000214	Th	21823	tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]
10090.ENSMUSP00000026196	ENSMUSG00000025190	Got1	14718	glutamate oxaloacetate transaminase 1, soluble [Source:MGI Symbol;Acc:MGI:95791]
10090.ENSMUSP00000103522	ENSMUSG00000074141	Il4i1	100328588;14204	interleukin 4 induced 1 [Source:MGI Symbol;Acc:MGI:109552]
10090.ENSMUSP00000021005	ENSMUSG00000020673	Tpo	22018	thyroid peroxidase [Source:MGI Symbol;Acc:MGI:98813]
10090.ENSMUSP00000062834	ENSMUSG00000024903	Lao1	100470	L-amino acid oxidase 1 [Source:MGI Symbol;Acc:MGI:2140628]
10090.ENSMUSP00000025842	ENSMUSG00000024907	Gal	14419	galanin [Source:MGI Symbol;Acc:MGI:95637]
10090.ENSMUSP00000001720	ENSMUSG00000001670	Tat	234724	tyrosine aminotransferase [Source:MGI Symbol;Acc:MGI:98487]
10090.ENSMUSP00000026259	ENSMUSG00000025229	Pitx3	18742	paired-like homeodomain transcription factor 3 [Source:MGI Symbol;Acc:MGI:1100498]
10090.ENSMUSP00000004770	ENSMUSG00000004651	Tyr	22173	tyrosinase [Source:MGI Symbol;Acc:MGI:98880]
10090.ENSMUSP00000105286	ENSMUSG00000020182	Ddc	13195	dopa decarboxylase [Source:MGI Symbol;Acc:MGI:94876]
10090.ENSMUSP00000000221	ENSMUSG00000000216	Scnn1g	20278	sodium channel, nonvoltage-gated 1 gamma [Source:MGI Symbol;Acc:MGI:104695]
10090.ENSMUSP00000025485	ENSMUSG00000024589	Nedd4l	83814	neural precursor cell expressed, developmentally down-regulated gene 4-like [Source:MGI Symbol;Acc:MGI:1933754]
10090.ENSMUSP00000033161	ENSMUSG00000030873	Scnn1b	20277	sodium channel, nonvoltage-gated 1 beta [Source:MGI Symbol;Acc:MGI:104696]
10090.ENSMUSP00000000253	ENSMUSG00000000247	Lhx2	16870	LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]
10090.ENSMUSP00000038405	ENSMUSG00000039910	Cited2	17684	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:MGI Symbol;Acc:MGI:1306784]
10090.ENSMUSP00000000260	ENSMUSG00000000253	Gmpr	66355	guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]
10090.ENSMUSP00000026452	ENSMUSG00000025386	Pde6g	18588	phosphodiesterase 6G, cGMP-specific, rod, gamma [Source:MGI Symbol;Acc:MGI:97526]
10090.ENSMUSP00000119246	ENSMUSG00000064330	Pde6h	78600	phosphodiesterase 6H, cGMP-specific, cone, gamma [Source:MGI Symbol;Acc:MGI:1925850]
10090.ENSMUSP00000099763	ENSMUSG00000020444	Guk1	14923	guanylate kinase 1 [Source:MGI Symbol;Acc:MGI:95871]
10090.ENSMUSP00000022192	ENSMUSG00000021684	Pde8b	218461	phosphodiesterase 8B [Source:MGI Symbol;Acc:MGI:2443999]
10090.ENSMUSP00000088217	ENSMUSG00000070385	Ampd1	229665	adenosine monophosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:88015]
10090.ENSMUSP00000102279	ENSMUSG00000027889	Ampd2	109674	adenosine monophosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:88016]
10090.ENSMUSP00000102962	ENSMUSG00000025584	Pde8a	18584	phosphodiesterase 8A [Source:MGI Symbol;Acc:MGI:1277116]
10090.ENSMUSP00000123052	ENSMUSG00000005686	Ampd3	11717	adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344]
10090.ENSMUSP00000016105	ENSMUSG00000015961	Adss	11566	adenylosuccinate synthetase, non muscle [Source:MGI Symbol;Acc:MGI:87948]
10090.ENSMUSP00000105378	ENSMUSG00000011148	Adssl1	11565	adenylosuccinate synthetase like 1 [Source:MGI Symbol;Acc:MGI:87947]
10090.ENSMUSP00000026723	ENSMUSG00000025630	Hprt	15452	hypoxanthine guanine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:96217]
10090.ENSMUSP00000077289	ENSMUSG00000003500	Impdh1	23917	inosine 5'-phosphate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:96567]
10090.ENSMUSP00000034992	ENSMUSG00000032420	Nt5e	23959	5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]
10090.ENSMUSP00000027384	ENSMUSG00000026192	Atic	108147	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352]
10090.ENSMUSP00000006764	ENSMUSG00000006589	Aprt	11821	adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061]
10090.ENSMUSP00000099482	ENSMUSG00000074797	Itpa	16434	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) [Source:MGI Symbol;Acc:MGI:96622]
10090.ENSMUSP00000029405	ENSMUSG00000027823	Gmps	229363	guanine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:2448526]
10090.ENSMUSP00000000266	ENSMUSG00000026535	Ifi202b	100044068;26388	interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]
10090.ENSMUSP00000103466	ENSMUSG00000003184	Irf3	54131	interferon regulatory factor 3 [Source:MGI Symbol;Acc:MGI:1859179]
10090.ENSMUSP00000062409	ENSMUSG00000054203	Ifi205	226695	interferon activated gene 205 [Source:MGI Symbol;Acc:MGI:101847]
10090.ENSMUSP00000025207	ENSMUSG00000024349	Tmem173	72512	transmembrane protein 173 [Source:MGI Symbol;Acc:MGI:1919762]
10090.ENSMUSP00000000275	ENSMUSG00000038257	Glra3	110304	glycine receptor, alpha 3 subunit [Source:MGI Symbol;Acc:MGI:95749]
10090.ENSMUSP00000029654	ENSMUSG00000028020	Glrb	14658	glycine receptor, beta subunit [Source:MGI Symbol;Acc:MGI:95751]
10090.ENSMUSP00000060827	ENSMUSG00000018589	Glra2	237213	glycine receptor, alpha 2 subunit [Source:MGI Symbol;Acc:MGI:95748]
10090.ENSMUSP00000075032	ENSMUSG00000000263	Glra1	14654	glycine receptor, alpha 1 subunit [Source:MGI Symbol;Acc:MGI:95747]
10090.ENSMUSP00000000285	ENSMUSG00000000276	Dgke	56077	diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]
10090.ENSMUSP00000025912	ENSMUSG00000024960	Plcb3	18797	phospholipase C, beta 3 [Source:MGI Symbol;Acc:MGI:104778]
10090.ENSMUSP00000031273	ENSMUSG00000029330	Cds1	74596	CDP-diacylglycerol synthase 1 [Source:MGI Symbol;Acc:MGI:1921846]
10090.ENSMUSP00000099470	ENSMUSG00000058793	Cds2	110911	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:MGI Symbol;Acc:MGI:1332236]
10090.ENSMUSP00000099583	ENSMUSG00000040061	Plcb2	18796	phospholipase C, beta 2 [Source:MGI Symbol;Acc:MGI:107465]
10090.ENSMUSP00000104197	ENSMUSG00000020828	Pld2	18806	phospholipase D2 [Source:MGI Symbol;Acc:MGI:892877]
10090.ENSMUSP00000105736	ENSMUSG00000039943	Plcb4	18798	phospholipase C, beta 4 [Source:MGI Symbol;Acc:MGI:107464]
10090.ENSMUSP00000105743	ENSMUSG00000051177	Plcb1	18795	phospholipase C, beta 1 [Source:MGI Symbol;Acc:MGI:97613]
10090.ENSMUSP00000106567	ENSMUSG00000020646	Mboat2	67216	membrane bound O-acyltransferase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914466]
10090.ENSMUSP00000028286	ENSMUSG00000026922	Agpat2	67512	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) [Source:MGI Symbol;Acc:MGI:1914762]
10090.ENSMUSP00000066634	ENSMUSG00000027695	Pld1	18805	phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585]
10090.ENSMUSP00000109776	ENSMUSG00000034254	Agpat1	55979	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha) [Source:MGI Symbol;Acc:MGI:1932075]
10090.ENSMUSP00000079991	ENSMUSG00000034330	Plcg2	234779	phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]
10090.ENSMUSP00000099404	ENSMUSG00000016933	Plcg1	18803	phospholipase C, gamma 1 [Source:MGI Symbol;Acc:MGI:97615]
10090.ENSMUSP00000023214	ENSMUSG00000022555	Dgat1	13350	diacylglycerol O-acyltransferase 1 [Source:MGI Symbol;Acc:MGI:1333825]
10090.ENSMUSP00000000291	ENSMUSG00000000282	Mnt	17428	max binding protein [Source:MGI Symbol;Acc:MGI:109150]
10090.ENSMUSP00000082868	ENSMUSG00000042557	Sin3a	20466	transcriptional regulator, SIN3A (yeast) [Source:MGI Symbol;Acc:MGI:107157]
10090.ENSMUSP00000000299	ENSMUSG00000000290	Itgb2	16414	integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]
10090.ENSMUSP00000052033	ENSMUSG00000048534	Amica1	270152	adhesion molecule, interacts with CXADR antigen 1 [Source:MGI Symbol;Acc:MGI:2685484]
10090.ENSMUSP00000005889	ENSMUSG00000034116	Vav1	22324	vav 1 oncogene [Source:MGI Symbol;Acc:MGI:98923]
10090.ENSMUSP00000029630	ENSMUSG00000028001	Fga	14161	fibrinogen alpha chain [Source:MGI Symbol;Acc:MGI:1316726]
10090.ENSMUSP00000039472	ENSMUSG00000033831	Fgb	110135	fibrinogen beta chain [Source:MGI Symbol;Acc:MGI:99501]
10090.ENSMUSP00000037018	ENSMUSG00000033860	Fgg	99571	fibrinogen gamma chain [Source:MGI Symbol;Acc:MGI:95526]
10090.ENSMUSP00000041907	ENSMUSG00000038235	F11r	16456	F11 receptor [Source:MGI Symbol;Acc:MGI:1321398]
10090.ENSMUSP00000028395	ENSMUSG00000027009	Itga4	16401	integrin alpha 4 [Source:MGI Symbol;Acc:MGI:96603]
10090.ENSMUSP00000001040	ENSMUSG00000001014	Icam4	78369	intercellular adhesion molecule 4, Landsteiner-Wiener blood group [Source:MGI Symbol;Acc:MGI:1925619]
10090.ENSMUSP00000034472	ENSMUSG00000031990	Jam3	83964	junction adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1933825]
10090.ENSMUSP00000019616	ENSMUSG00000032174	Icam5	15898	intercellular adhesion molecule 5, telencephalin [Source:MGI Symbol;Acc:MGI:109430]
10090.ENSMUSP00000102426	ENSMUSG00000001029	Icam2	15896	intercellular adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:96394]
10090.ENSMUSP00000033051	ENSMUSG00000070369	Itgad	381924	integrin, alpha D [Source:MGI Symbol;Acc:MGI:3578624]
10090.ENSMUSP00000095625	ENSMUSG00000030786	Itgam	16409	integrin alpha M [Source:MGI Symbol;Acc:MGI:96607]
10090.ENSMUSP00000033053	ENSMUSG00000030789	Itgax	16411	integrin alpha X [Source:MGI Symbol;Acc:MGI:96609]
10090.ENSMUSP00000083587	ENSMUSG00000037405	Icam1	15894	intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]
10090.ENSMUSP00000113396	ENSMUSG00000030830	Itgal	16408	integrin alpha L [Source:MGI Symbol;Acc:MGI:96606]
10090.ENSMUSP00000000312	ENSMUSG00000000303	Cdh1	12550	cadherin 1 [Source:MGI Symbol;Acc:MGI:88354]
10090.ENSMUSP00000026432	ENSMUSG00000025370	Cdh9	12565	cadherin 9 [Source:MGI Symbol;Acc:MGI:107433]
10090.ENSMUSP00000048224	ENSMUSG00000040420	Cdh18	320865	cadherin 18 [Source:MGI Symbol;Acc:MGI:1344366]
10090.ENSMUSP00000066005	ENSMUSG00000059674	Cdh24	239096	cadherin-like 24 [Source:MGI Symbol;Acc:MGI:1928330]
10090.ENSMUSP00000005671	ENSMUSG00000005533	Igf1r	16001	insulin-like growth factor I receptor [Source:MGI Symbol;Acc:MGI:96433]
10090.ENSMUSP00000074632	ENSMUSG00000040452	Cdh12	215654	cadherin 12 [Source:MGI Symbol;Acc:MGI:109503]
10090.ENSMUSP00000042199	ENSMUSG00000022321	Cdh10	320873	cadherin 10 [Source:MGI Symbol;Acc:MGI:107436]
10090.ENSMUSP00000117326	ENSMUSG00000036510	Cdh8	12564	cadherin 8 [Source:MGI Symbol;Acc:MGI:107434]
10090.ENSMUSP00000000314	ENSMUSG00000000305	Cdh4	12561	cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]
10090.ENSMUSP00000108321	ENSMUSG00000026312	Cdh7	241201	cadherin 7, type 2 [Source:MGI Symbol;Acc:MGI:2442792]
10090.ENSMUSP00000034339	ENSMUSG00000031871	Cdh5	12562	cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]
10090.ENSMUSP00000111518	ENSMUSG00000024304	Cdh2	12558	cadherin 2 [Source:MGI Symbol;Acc:MGI:88355]
10090.ENSMUSP00000037113	ENSMUSG00000039385	Cdh6	12563	cadherin 6 [Source:MGI Symbol;Acc:MGI:107435]
10090.ENSMUSP00000074681	ENSMUSG00000031673	Cdh11	12552	cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]
10090.ENSMUSP00000025453	ENSMUSG00000024563	Smad2	17126	MAD homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:108051]
10090.ENSMUSP00000018767	ENSMUSG00000018623	Mmp7	17393	matrix metallopeptidase 7 [Source:MGI Symbol;Acc:MGI:103189]
10090.ENSMUSP00000001327	ENSMUSG00000001281	Itgb7	16421	integrin beta 7 [Source:MGI Symbol;Acc:MGI:96616]
10090.ENSMUSP00000079613	ENSMUSG00000061048	Cdh3	12560	cadherin 3 [Source:MGI Symbol;Acc:MGI:88356]
10090.ENSMUSP00000032751	ENSMUSG00000030536	Iqgap1	29875	IQ motif containing GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:1352757]
10090.ENSMUSP00000023356	ENSMUSG00000022676	Snai2	20583	snail homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1096393]
10090.ENSMUSP00000033310	ENSMUSG00000031004	Mki67	17345	antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]
10090.ENSMUSP00000029445	ENSMUSG00000027852	Nras	18176	neuroblastoma ras oncogene [Source:MGI Symbol;Acc:MGI:97376]
10090.ENSMUSP00000032397	ENSMUSG00000030265	Kras	16653	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog [Source:MGI Symbol;Acc:MGI:96680]
10090.ENSMUSP00000053897	ENSMUSG00000062312	Erbb2	13866	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian) [Source:MGI Symbol;Acc:MGI:95410]
10090.ENSMUSP00000098058	ENSMUSG00000001847	Rac1	19353	RAS-related C3 botulinum substrate 1 [Source:MGI Symbol;Acc:MGI:97845]
10090.ENSMUSP00000091515	ENSMUSG00000025499	Hras1	15461	Harvey rat sarcoma virus oncogene 1 [Source:MGI Symbol;Acc:MGI:96224]
10090.ENSMUSP00000018713	ENSMUSG00000018569	Cldn7	53624	claudin 7 [Source:MGI Symbol;Acc:MGI:1859285]
10090.ENSMUSP00000073371	ENSMUSG00000023022	Lima1	65970	LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992]
10090.ENSMUSP00000028229	ENSMUSG00000026872	Zeb2	24136	zinc finger E-box binding homeobox 2 [Source:MGI Symbol;Acc:MGI:1344407]
10090.ENSMUSP00000054634	ENSMUSG00000006699	Cdc42	12540	cell division cycle 42 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:106211]
10090.ENSMUSP00000113658	ENSMUSG00000001729	Akt1	11651	thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]
10090.ENSMUSP00000025081	ENSMUSG00000024238	Zeb1	21417	zinc finger E-box binding homeobox 1 [Source:MGI Symbol;Acc:MGI:1344313]
10090.ENSMUSP00000006101	ENSMUSG00000005947	Itgae	16407	integrin alpha E, epithelial-associated [Source:MGI Symbol;Acc:MGI:1298377]
10090.ENSMUSP00000091495	ENSMUSG00000070348	Ccnd1	12443	cyclin D1 [Source:MGI Symbol;Acc:MGI:88313]
10090.ENSMUSP00000020329	ENSMUSG00000020122	Egfr	13649	epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]
10090.ENSMUSP00000032729	ENSMUSG00000030516	Tjp1	21872	tight junction protein 1 [Source:MGI Symbol;Acc:MGI:98759]
10090.ENSMUSP00000050581	ENSMUSG00000042821	Snai1	20613	snail homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:98330]
10090.ENSMUSP00000099038	ENSMUSG00000020659	Cbll1	104836	Casitas B-lineage lymphoma-like 1 [Source:MGI Symbol;Acc:MGI:2144842]
10090.ENSMUSP00000022369	ENSMUSG00000021823	Vcl	22330	vinculin [Source:MGI Symbol;Acc:MGI:98927]
10090.ENSMUSP00000049007	ENSMUSG00000037815	Ctnna1	12385	catenin (cadherin associated protein), alpha 1 [Source:MGI Symbol;Acc:MGI:88274]
10090.ENSMUSP00000105155	ENSMUSG00000027646	Src	20779	Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397]
10090.ENSMUSP00000032207	ENSMUSG00000030114	Klrg1	50928	killer cell lectin-like receptor subfamily G, member 1 [Source:MGI Symbol;Acc:MGI:1355294]
10090.ENSMUSP00000103026	ENSMUSG00000001552	Jup	16480	junction plakoglobin [Source:MGI Symbol;Acc:MGI:96650]
10090.ENSMUSP00000106714	ENSMUSG00000027168	Pax6	18508	paired box gene 6 [Source:MGI Symbol;Acc:MGI:97490]
10090.ENSMUSP00000000317	ENSMUSG00000000308	Ckmt1	12716	creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]
10090.ENSMUSP00000022122	ENSMUSG00000021622	Ckmt2	76722	creatine kinase, mitochondrial 2 [Source:MGI Symbol;Acc:MGI:1923972]
10090.ENSMUSP00000034049	ENSMUSG00000031633	Slc25a4	11739	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4 [Source:MGI Symbol;Acc:MGI:1353495]
10090.ENSMUSP00000106343	ENSMUSG00000008892	Vdac3	22335	voltage-dependent anion channel 3 [Source:MGI Symbol;Acc:MGI:106922]
10090.ENSMUSP00000022293	ENSMUSG00000021771	Vdac2	22334	voltage-dependent anion channel 2 [Source:MGI Symbol;Acc:MGI:106915]
10090.ENSMUSP00000020673	ENSMUSG00000020402	Vdac1	22333	voltage-dependent anion channel 1 [Source:MGI Symbol;Acc:MGI:106919]
10090.ENSMUSP00000020359	ENSMUSG00000020150	Gamt	14431	guanidinoacetate methyltransferase [Source:MGI Symbol;Acc:MGI:1098221]
10090.ENSMUSP00000000329	ENSMUSG00000000320	Alox12	11684	arachidonate 12-lipoxygenase [Source:MGI Symbol;Acc:MGI:87998]
10090.ENSMUSP00000015368	ENSMUSG00000066097	Cyp2j11	100066	cytochrome P450, family 2, subfamily j, polypeptide 11 [Source:MGI Symbol;Acc:MGI:2140224]
10090.ENSMUSP00000030305	ENSMUSG00000028571	Cyp2j13	230459	cytochrome P450, family 2, subfamily j, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2385197]
10090.ENSMUSP00000030526	ENSMUSG00000028749	Pla2g2f	26971	phospholipase A2, group IIF [Source:MGI Symbol;Acc:MGI:1349661]
10090.ENSMUSP00000030530	ENSMUSG00000028750	Pla2g2c	18781	phospholipase A2, group IIC [Source:MGI Symbol;Acc:MGI:106638]
10090.ENSMUSP00000050464	ENSMUSG00000015224	Cyp2j9	74519	cytochrome P450, family 2, subfamily j, polypeptide 9 [Source:MGI Symbol;Acc:MGI:1921769]
10090.ENSMUSP00000101430	ENSMUSG00000028751	Pla2g2e	26970	phospholipase A2, group IIE [Source:MGI Symbol;Acc:MGI:1349660]
10090.ENSMUSP00000023364	ENSMUSG00000022683	Pla2g10	26565	phospholipase A2, group X [Source:MGI Symbol;Acc:MGI:1347522]
10090.ENSMUSP00000030524	ENSMUSG00000041193	Pla2g5	18784	phospholipase A2, group V [Source:MGI Symbol;Acc:MGI:101899]
10090.ENSMUSP00000021262	ENSMUSG00000020891	Alox8	11688	arachidonate 8-lipoxygenase [Source:MGI Symbol;Acc:MGI:1098228]
10090.ENSMUSP00000025966	ENSMUSG00000025002	Cyp2c55	72082	cytochrome P450, family 2, subfamily c, polypeptide 55 [Source:MGI Symbol;Acc:MGI:1919332]
10090.ENSMUSP00000026795	ENSMUSG00000025701	Alox5	11689	arachidonate 5-lipoxygenase [Source:MGI Symbol;Acc:MGI:87999]
10090.ENSMUSP00000030528	ENSMUSG00000041202	Pla2g2d	18782	phospholipase A2, group IID [Source:MGI Symbol;Acc:MGI:1341796]
10090.ENSMUSP00000035250	ENSMUSG00000032807	Alox12b	11686	arachidonate 12-lipoxygenase, 12R type [Source:MGI Symbol;Acc:MGI:1274782]
10090.ENSMUSP00000105288	ENSMUSG00000042632	Pla2g6	53357	phospholipase A2, group VI [Source:MGI Symbol;Acc:MGI:1859152]
10090.ENSMUSP00000030299	ENSMUSG00000052520	Cyp2j5	13109	cytochrome P450, family 2, subfamily j, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1270149]
10090.ENSMUSP00000030303	ENSMUSG00000052914	Cyp2j6	13110	cytochrome P450, family 2, subfamily j, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1270148]
10090.ENSMUSP00000061126	ENSMUSG00000066072	Cyp4a10	13117	cytochrome P450, family 4, subfamily a, polypeptide 10 [Source:MGI Symbol;Acc:MGI:88611]
10090.ENSMUSP00000081370	ENSMUSG00000066071	Cyp4a12a	277753	cytochrome P450, family 4, subfamily a, polypeptide 12a [Source:MGI Symbol;Acc:MGI:88612]
10090.ENSMUSP00000005477	ENSMUSG00000030483	Cyp2b10	13088	cytochrome P450, family 2, subfamily b, polypeptide 10 [Source:MGI Symbol;Acc:MGI:88598]
10090.ENSMUSP00000070868	ENSMUSG00000056220	Pla2g4a	18783	phospholipase A2, group IVA (cytosolic, calcium-dependent) [Source:MGI Symbol;Acc:MGI:1195256]
10090.ENSMUSP00000031495	ENSMUSG00000029522	Pla2g1b	18778	phospholipase A2, group IB, pancreas [Source:MGI Symbol;Acc:MGI:101842]
10090.ENSMUSP00000076779	ENSMUSG00000058908	Pla2g2a	NA	phospholipase A2, group IIA (platelets, synovial fluid) [Source:MGI Symbol;Acc:MGI:104642]
10090.ENSMUSP00000035065	ENSMUSG00000032487	Ptgs2	19225	prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]
10090.ENSMUSP00000059977	ENSMUSG00000047250	Ptgs1	19224	prostaglandin-endoperoxide synthase 1 [Source:MGI Symbol;Acc:MGI:97797]
10090.ENSMUSP00000000349	ENSMUSG00000000340	Dbt	13171	dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386]
10090.ENSMUSP00000031524	ENSMUSG00000029545	Acads	11409	acyl-Coenzyme A dehydrogenase, short chain [Source:MGI Symbol;Acc:MGI:87868]
10090.ENSMUSP00000113948	ENSMUSG00000030861	Acadsb	66885	acyl-Coenzyme A dehydrogenase, short/branched chain [Source:MGI Symbol;Acc:MGI:1914135]
10090.ENSMUSP00000033098	ENSMUSG00000030826	Bcat2	12036	branched chain aminotransferase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1276534]
10090.ENSMUSP00000084736	ENSMUSG00000030268	Bcat1	12035	branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]
10090.ENSMUSP00000072483	ENSMUSG00000062908	Acadm	11364	acyl-Coenzyme A dehydrogenase, medium chain [Source:MGI Symbol;Acc:MGI:87867]
10090.ENSMUSP00000028807	ENSMUSG00000027332	Ivd	56357	isovaleryl coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1929242]
10090.ENSMUSP00000112236	ENSMUSG00000032263	Bckdhb	12040	branched chain ketoacid dehydrogenase E1, beta polypeptide [Source:MGI Symbol;Acc:MGI:88137]
10090.ENSMUSP00000071292	ENSMUSG00000060376	Bckdha	12039	branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]
10090.ENSMUSP00000002980	ENSMUSG00000020664	Dld	13382	dihydrolipoamide dehydrogenase [Source:MGI Symbol;Acc:MGI:107450]
10090.ENSMUSP00000000388	ENSMUSG00000000378	Ccm2	216527	cerebral cavernous malformation 2 homolog (human) [Source:MGI Symbol;Acc:MGI:2384924]
10090.ENSMUSP00000078985	ENSMUSG00000000600	Krit1	79264	KRIT1, ankyrin repeat containing [Source:MGI Symbol;Acc:MGI:1930618]
10090.ENSMUSP00000000391	ENSMUSG00000000381	Wap	22373	whey acidic protein [Source:MGI Symbol;Acc:MGI:98943]
10090.ENSMUSP00000102980	ENSMUSG00000004043	Stat5a	20850	signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]
